Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Current_Age,Price_Per_KM
2455,Toyota Fortuner 2.8 2WD AT,Delhi,2017,40000,Diesel,Automatic,First,12.0,2755.0,174.0,7.0,37.0,30.0,7,0.000925
2459,Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,30000,Diesel,Manual,First,23.0,1498.0,98.0,5.0,11.0,8.99,7,0.00036666666666666667
2464,Tata Zest Revotron 1.2T XE,Delhi,2017,47000,Petrol,Manual,Second,17.0,1193.0,88.0,5.0,6.0,4.5,7,0.0001276595744680851
2485,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,45362,Diesel,Manual,First,24.0,1248.0,88.0,5.0,11.0,9.38,7,0.00024249371720823598
2488,Tata Hexa XTA,Coimbatore,2019,14233,Diesel,Automatic,First,17.0,2179.0,153.0,7.0,22.0,17.85,5,0.0015457036464554205
2495,Skoda Superb Style 1.8 TSI AT,Mumbai,2010,62004,Petrol,Automatic,Second,14.0,1798.0,177.0,5.0,33.0,3.75,14,0.0005322237275014515
2496,Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2016,25500,Diesel,Automatic,First,21.0,1498.0,108.0,5.0,15.0,8.95,8,0.000588235294117647
2509,Mercedes-Benz E-Class E 220 d,Mumbai,2018,11000,Diesel,Automatic,First,16.0,1950.0,194.0,5.0,70.0,56.5,6,0.006363636363636364
2510,BMW 3 Series 320d Luxury Line,Mumbai,2014,18600,Diesel,Automatic,Second,22.0,1995.0,190.0,5.0,54.0,21.0,10,0.002903225806451613
2528,Land Rover Discovery SE 3.0 TD6,Delhi,2016,59000,Diesel,Automatic,First,18.0,2993.0,255.0,7.0,1.0,36.75,8,1.694915254237288e-05
2533,Mercedes-Benz CLA 200 CDI Sport,Coimbatore,2017,20969,Diesel,Automatic,First,17.0,2143.0,136.0,5.0,45.0,27.87,7,0.0021460250846487674
2534,Maruti Vitara Brezza ZDi,Kolkata,2018,2900,Diesel,Manual,First,24.0,1248.0,88.0,5.0,10.0,8.75,6,0.0034482758620689655
2536,Skoda Rapid 1.5 TDI Ambition,Coimbatore,2018,5833,Diesel,Manual,First,21.0,1498.0,108.0,5.0,14.0,11.92,6,0.002400137150694325
2545,Mahindra NuvoSport N8,Coimbatore,2017,37712,Diesel,Manual,First,17.0,1493.0,100.0,7.0,11.0,7.57,7,0.0002916843445057276
2558,Datsun redi-GO T Option,Kochi,2018,30953,Petrol,Manual,First,22.0,799.0,53.0,5.0,4.0,3.48,6,0.00012922818466707588
2563,Jeep Compass 2.0 Limited 4X4,Coimbatore,2018,48188,Diesel,Manual,First,16.0,1956.0,170.0,5.0,26.0,21.69,6,0.000539553415788163
2569,Toyota Innova Crysta 2.8 ZX AT,Coimbatore,2017,65367,Diesel,Automatic,First,11.0,2755.0,171.0,7.0,28.0,20.14,7,0.0004283506968347943
2589,Maruti Wagon R VXI AMT,Mumbai,2016,8000,Petrol,Automatic,First,22.0,998.0,67.0,5.0,6.0,4.15,8,0.00075
2592,Maruti Alto K10 VXI,Mumbai,2016,13198,Petrol,Manual,First,24.0,998.0,67.0,5.0,4.0,3.15,8,0.00030307622367025305
2595,Tata Tiago AMT 1.2 Revotron XZA,Coimbatore,2019,15379,Petrol,Automatic,First,23.0,1199.0,83.0,5.0,7.0,6.97,5,0.0004551661356395084
2604,Mini Cooper Convertible S,Mumbai,2016,15000,Petrol,Automatic,First,16.0,1998.0,189.0,4.0,44.0,35.0,8,0.0029333333333333334
2607,Hyundai Verna CRDi 1.6 SX Option,Pune,2017,50000,Diesel,Manual,First,22.0,1582.0,126.0,5.0,15.0,11.5,7,0.0003
2622,Renault Duster 85PS Diesel RxE,Pune,2016,54000,Diesel,Manual,First,19.0,1461.0,83.0,5.0,11.0,6.5,8,0.0002037037037037037
2648,Honda BRV i-VTEC V MT,Pune,2016,9200,Petrol,Manual,First,15.0,1497.0,117.0,7.0,13.0,8.0,8,0.0014130434782608696
2649,Honda Amaze S Diesel,Hyderabad,2015,29000,Diesel,Manual,First,27.0,1498.0,98.0,5.0,9.0,5.99,9,0.0003103448275862069
2665,Maruti Alto K10 VXI,Kochi,2018,46805,Petrol,Manual,First,24.0,998.0,67.0,5.0,4.0,3.63,6,8.546095502617241e-05
2667,Tata Zest Revotron 1.2T XE,Mumbai,2017,100000,Petrol,Manual,First,17.0,1193.0,88.0,5.0,6.0,4.25,7,6e-05
2678,Maruti Wagon R LXI,Kochi,2011,15466,Petrol,Manual,First,22.0,998.0,67.0,5.0,5.0,3.36,13,0.0003232897969740075
2692,BMW 3 Series 320d,Kolkata,2011,70000,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,43.0,10.3,13,0.0006142857142857142
2694,Maruti Wagon R VXI,Kochi,2014,41994,Petrol,Manual,First,22.0,998.0,67.0,5.0,5.0,3.41,10,0.0001190646282802305
2699,Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,51000,Diesel,Automatic,First,15.0,1968.0,181.0,5.0,48.0,27.5,9,0.0009411764705882353
2700,Maruti Wagon R VXI 1.2,Jaipur,2015,64876,Petrol,Manual,First,21.0,1197.0,81.0,5.0,5.0,3.5,9,7.707010296565756e-05
2702,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,25299,Diesel,Manual,First,24.0,1248.0,88.0,5.0,12.0,10.34,7,0.0004743270484999407
2709,Honda Amaze V Petrol,Kochi,2016,40866,Petrol,Manual,First,19.0,1199.0,86.0,5.0,8.0,5.47,8,0.0001957617579405863
2711,Mini Cooper Convertible S,Kochi,2017,20469,Petrol,Automatic,First,16.0,1998.0,189.0,4.0,44.0,35.98,7,0.0021495920660511017
2722,Volkswagen Ameo 1.5 TDI Highline,Kochi,2018,31426,Diesel,Manual,First,21.0,1498.0,108.0,5.0,9.0,7.9,6,0.00028638706803283905
2728,Maruti Baleno Alpha CVT,Kochi,2019,13574,Petrol,Automatic,First,21.0,1197.0,83.0,5.0,10.0,9.51,5,0.0007367025195226168
2742,BMW 5 Series 520d Luxury Line,Ahmedabad,2013,90000,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,63.0,19.5,11,0.0007
2745,Maruti Vitara Brezza ZDi Plus,Kochi,2017,38426,Diesel,Manual,First,24.0,1248.0,88.0,5.0,11.0,9.13,7,0.0002862645084057669
2746,Maruti Eeco 7 Seater Standard,Pune,2011,45000,Petrol,Manual,First,15.0,1196.0,73.0,7.0,4.0,2.25,13,8.888888888888889e-05
2749,Maruti Wagon R LXI,Mumbai,2010,37822,Petrol,Manual,First,22.0,998.0,67.0,5.0,5.0,2.35,14,0.0001321981915287399
2763,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2017,72202,Diesel,Manual,First,13.0,2393.0,147.0,8.0,24.0,17.92,7,0.0003324007645217584
2767,Mercedes-Benz GLE 350d,Coimbatore,2018,30706,Diesel,Automatic,First,11.0,2987.0,254.0,5.0,95.0,59.29,6,0.003093857877939165
2770,Maruti Baleno Alpha,Mumbai,2016,12208,Petrol,Manual,First,21.0,1197.0,83.0,5.0,8.0,6.75,8,0.000655307994757536
2774,Volkswagen Polo GT TSI,Mumbai,2017,27853,Petrol,Automatic,First,17.0,1197.0,103.0,5.0,11.0,8.25,7,0.0003949305281298244
2788,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,20689,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.0,6.07,6,0.0002900091836241481
2801,Renault KWID 1.0 RXT Optional AMT,Coimbatore,2017,53285,Petrol,Automatic,First,22.0,999.0,67.0,5.0,5.0,4.28,7,9.38350380031904e-05
2808,Mercedes-Benz GLE 350d,Mumbai,2017,19863,Diesel,Automatic,First,11.0,2987.0,254.0,5.0,91.0,64.95,7,0.004581382469918945
2812,Hyundai Grand i10 1.2 Kappa Sportz,Mumbai,2018,3958,Petrol,Manual,First,18.0,1197.0,81.0,5.0,7.0,5.55,6,0.0017685699848408287
2827,BMW X3 xDrive 20d Luxury Line,Hyderabad,2009,58000,Diesel,Automatic,First,18.0,1995.0,190.0,5.0,69.0,17.98,15,0.001189655172413793
2851,Renault KWID 1.0 RXT Optional,Kochi,2018,18335,Petrol,Manual,First,21.0,999.0,67.0,5.0,4.0,4.5,6,0.000218161985274066
2853,Volkswagen Polo GT TSI,Mumbai,2017,25000,Petrol,Automatic,First,17.0,1197.0,103.0,5.0,11.0,7.75,7,0.00044
2855,Toyota Fortuner 2.8 2WD AT,Kochi,2019,21719,Diesel,Automatic,First,12.0,2755.0,174.0,7.0,37.0,33.13,5,0.0017035775127768314
2859,Renault KWID Climber 1.0 MT,Hyderabad,2018,4126,Petrol,Manual,First,21.0,999.0,67.0,5.0,5.0,4.8,6,0.0012118274357731458
2860,Tata Bolt Quadrajet XM,Hyderabad,2017,98500,Diesel,Manual,First,22.0,1248.0,74.0,5.0,7.0,6.0,7,7.106598984771574e-05
2866,BMW 3 Series 320d,Coimbatore,2009,103905,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,43.0,9.92,15,0.00041383956498724795
2876,Audi A6 35 TDI Matrix,Delhi,2014,56000,Diesel,Automatic,First,18.0,1968.0,187.0,5.0,59.0,24.0,10,0.0010535714285714287
2878,Volkswagen Vento 1.5 TDI Highline AT,Kochi,2017,33550,Diesel,Automatic,First,21.0,1498.0,108.0,5.0,15.0,9.6,7,0.00044709388971684054
2879,Audi A6 35 TDI Matrix,Hyderabad,2014,62000,Diesel,Automatic,First,18.0,1968.0,187.0,5.0,67.0,25.0,10,0.0010806451612903225
2890,Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,27852,Petrol,Automatic,First,14.0,1497.0,121.0,5.0,14.0,10.44,6,0.0005026569007611662
2894,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Mumbai,2018,14000,Diesel,Manual,First,21.0,1497.0,108.0,5.0,12.0,9.9,6,0.0008571428571428571
2900,Isuzu MUX 4WD,Jaipur,2017,34429,Diesel,Automatic,First,13.0,2999.0,174.0,7.0,33.0,20.0,7,0.0009584942926021667
2914,Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52100,Diesel,Manual,First,21.0,1364.0,86.0,5.0,19.0,6.5,12,0.0003646833013435701
2915,Hyundai Grand i10 1.2 Kappa Sportz,Jaipur,2018,10000,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.0,5.85,6,0.0006
2916,Jeep Compass 2.0 Limited 4X4,Coimbatore,2019,6261,Diesel,Manual,First,16.0,1956.0,170.0,5.0,26.0,23.91,5,0.004152691263376458
2917,Maruti Ignis 1.2 AMT Alpha,Coimbatore,2019,3906,Petrol,Automatic,First,20.0,1197.0,81.0,5.0,7.0,7.36,5,0.0017921146953405018
2920,Toyota Innova Crysta 2.4 VX MT,Mumbai,2017,38000,Diesel,Manual,First,13.0,2393.0,147.0,7.0,23.0,17.65,7,0.0006052631578947369
2922,Toyota Platinum Etios 1.4 GXD,Hyderabad,2015,150000,Diesel,Manual,First,23.0,1364.0,67.0,5.0,9.0,6.0,9,6e-05
2937,Toyota Innova Crysta 2.8 GX AT 8S,Delhi,2017,18000,Diesel,Automatic,First,11.0,2755.0,171.0,8.0,20.0,18.25,7,0.0011111111111111111
2957,Nissan Micra Active XV,Ahmedabad,2016,41000,Petrol,Manual,First,19.0,1198.0,67.0,5.0,6.0,4.25,8,0.00014634146341463414
2959,Jeep Compass 2.0 Sport,Hyderabad,2017,37000,Diesel,Manual,First,17.0,1956.0,170.0,5.0,19.0,16.9,7,0.0005135135135135136
2970,Tata Zest Quadrajet 1.3 75PS XM,Pune,2017,72000,Diesel,Manual,First,22.0,1248.0,74.0,5.0,8.0,5.0,7,0.00011111111111111112
2977,Maruti Dzire VXI,Hyderabad,2013,34900,Petrol,Manual,First,22.0,1197.0,81.0,5.0,7.0,5.49,11,0.0002005730659025788
2989,Maruti Wagon R LXI,Mumbai,2014,25422,Petrol,Manual,First,22.0,998.0,67.0,5.0,5.0,3.25,10,0.0001966800409094485
2990,Maruti Ertiga VDI,Mumbai,2018,14000,Diesel,Manual,First,25.0,1248.0,88.0,7.0,11.0,9.25,6,0.0007857142857142857
2994,Mahindra KUV 100 G80 K6 Plus 5Str,Kolkata,2017,43000,Petrol,Manual,First,18.0,1198.0,82.0,5.0,7.0,4.5,7,0.0001627906976744186
3002,Maruti Swift VXI,Pune,2010,68000,Petrol,Manual,First,22.0,1197.0,81.0,5.0,6.0,2.8,14,8.823529411764706e-05
3006,Jeep Compass 2.0 Limited,Pune,2018,16039,Diesel,Manual,First,17.0,1956.0,170.0,5.0,23.0,18.5,6,0.0014340046137539747
3012,Maruti Swift LDI,Hyderabad,2016,52000,Diesel,Manual,First,28.0,1248.0,74.0,5.0,7.0,5.95,8,0.0001346153846153846
3040,Maruti Swift VDI,Kochi,2015,53500,Diesel,Manual,First,28.0,1248.0,74.0,5.0,7.0,5.36,9,0.0001308411214953271
3052,Hyundai Xcent 1.2 CRDi S,Mumbai,2016,50000,Diesel,Manual,First,25.0,1186.0,73.0,5.0,8.0,3.5,8,0.00016
3059,BMW 3 Series 320d Luxury Line,Delhi,2019,87000,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,52.0,6.67,5,0.0005977011494252873
3067,Mahindra Xylo H4,Coimbatore,2016,93166,Diesel,Manual,Second,14.0,2179.0,118.0,7.0,11.0,5.85,8,0.00011806882339050726
3075,Toyota Corolla Altis 1.8 VL CVT,Kolkata,2018,5000,Petrol,Automatic,First,14.0,1798.0,138.0,5.0,22.0,16.95,6,0.0044
3078,Skoda Rapid 1.6 MPI Ambition,Mumbai,2015,39822,Petrol,Manual,First,15.0,1598.0,103.0,5.0,12.0,4.68,9,0.00030134096730450503
3080,Renault KWID RXL,Kochi,2017,24214,Petrol,Manual,Second,25.0,799.0,53.0,5.0,3.0,3.46,7,0.00012389526720079294
3087,BMW 3 Series 320d,Coimbatore,2013,85846,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,48.0,13.08,11,0.0005591407869906577
3127,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,35981,Diesel,Manual,First,24.0,1248.0,88.0,5.0,11.0,9.51,7,0.0003057169061449098
3132,Porsche Cayenne Base,Kochi,2019,14298,Petrol,Automatic,First,13.0,2995.0,340.0,5.0,1.0,2.02,5,6.993985172751433e-05
3142,Honda Brio 1.2 S MT,Mumbai,2015,22000,Petrol,Manual,First,18.0,1198.0,86.0,5.0,6.0,3.95,9,0.00027272727272727274
3156,Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,12153,Petrol,Automatic,First,18.0,1197.0,81.0,5.0,7.0,6.84,5,0.0005759894676211635
3158,Audi A4 30 TFSI Premium Plus,Kochi,2017,61221,Petrol,Automatic,First,17.0,1395.0,147.0,5.0,47.0,21.73,7,0.0007677104261609579
3161,Mini Cooper 5 DOOR D,Kochi,2019,14857,Diesel,Automatic,First,20.0,1496.0,113.0,5.0,41.0,31.55,5,0.0027596419196338428
3163,Ford Endeavour Titanium 4X2,Coimbatore,2019,14648,Diesel,Manual,First,12.0,2198.0,158.0,7.0,35.0,27.36,5,0.002389404696886947
3168,Tata Zest Revotron 1.2T XM,Kochi,2017,48198,Petrol,Manual,First,17.0,1193.0,88.0,5.0,7.0,4.65,7,0.0001452342420847338
3173,Maruti Dzire LDI,Pune,2012,150000,Diesel,Manual,Third,28.0,1248.0,73.0,5.0,7.0,2.25,12,4.6666666666666665e-05
3181,Maruti Wagon R VXI,Chennai,2014,52000,Petrol,Manual,First,22.0,998.0,67.0,5.0,5.0,3.45,10,9.615384615384615e-05
3186,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,Petrol,Manual,First,18.0,1197.0,81.0,5.0,8.0,6.08,7,0.0001274128814423138
3190,Toyota Innova Crysta 2.8 GX AT,Pune,2018,20300,Diesel,Automatic,First,11.0,2755.0,171.0,7.0,20.0,18.0,6,0.0009852216748768472
3194,Mini Cooper 3 DOOR D,Kochi,2015,27641,Diesel,Automatic,Second,20.0,1496.0,113.0,4.0,34.0,24.77,9,0.0012300567996816323
3198,Mahindra XUV500 W7,Delhi,2018,9000,Diesel,Manual,First,14.0,2179.0,155.0,7.0,16.0,13.0,6,0.0017777777777777779
3199,BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,41100,Diesel,Automatic,First,16.0,2993.0,261.0,5.0,1.0,26.5,12,2.4330900243309002e-05
3203,Honda City i-VTEC CVT VX,Mumbai,2015,19000,Petrol,Automatic,First,18.0,1497.0,117.0,5.0,15.0,8.95,9,0.0007894736842105263
3217,Honda City i-VTEC CVT VX,Jaipur,2017,35000,Petrol,Automatic,First,18.0,1497.0,117.0,5.0,14.0,7.7,7,0.0004
3219,Honda City i-VTEC V,Mumbai,2017,11000,Petrol,Manual,First,17.0,1497.0,117.0,5.0,12.0,8.5,7,0.001090909090909091
3226,Nissan Micra XV D,Chennai,2012,93450,Diesel,Manual,Second,23.0,1461.0,63.0,5.0,9.0,2.5,12,9.630818619582665e-05
3239,Maruti Dzire ZDI,Ahmedabad,2013,56454,Diesel,Manual,First,28.0,1248.0,73.0,5.0,8.0,4.65,11,0.00014170829347787578
3244,Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,15050,Diesel,Manual,First,16.0,1956.0,170.0,5.0,23.0,17.5,7,0.0015282392026578072
3254,Ford Freestyle Titanium Plus Petrol,Kolkata,2018,8896,Petrol,Manual,First,19.0,1194.0,94.0,5.0,8.0,7.34,6,0.0008992805755395684
3256,Honda Jazz V,Mumbai,2016,31378,Petrol,Manual,First,18.0,1199.0,88.0,5.0,8.0,5.9,8,0.0002549557014468736
3259,Audi Q3 30 TDI Premium FWD,Mumbai,2017,31000,Diesel,Automatic,First,18.0,1968.0,147.0,5.0,44.0,27.0,7,0.0014193548387096775
3266,Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,Petrol,Automatic,First,10.0,2996.0,333.0,4.0,87.0,48.0,9,0.011598453539528063
3268,Mercedes-Benz GLE 350d,Coimbatore,2018,29277,Diesel,Automatic,First,11.0,2987.0,254.0,5.0,95.0,59.65,6,0.003244867985107764
3273,Maruti Baleno Delta CVT,Coimbatore,2018,34630,Petrol,Automatic,First,21.0,1197.0,83.0,5.0,8.0,7.29,6,0.00023101357204735777
3277,Mini Cooper 3 DOOR D,Kochi,2016,32298,Diesel,Automatic,First,20.0,1496.0,113.0,4.0,35.0,23.8,8,0.001083658430862592
3300,Ford Aspire Ambiente Diesel,Kolkata,2018,17000,Diesel,Manual,First,26.0,1498.0,99.0,5.0,7.0,5.65,6,0.00041176470588235296
3324,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,Diesel,Automatic,First,17.0,2143.0,136.0,5.0,43.0,25.75,5,0.0014412119587076016
3334,Toyota Etios Liva 1.4 GD,Delhi,2013,84000,Diesel,Manual,First,23.0,1364.0,67.0,5.0,7.0,3.85,11,8.333333333333333e-05
3358,Maruti Celerio VXI AMT,Chennai,2015,55000,Petrol,Automatic,First,23.0,998.0,67.0,5.0,6.0,3.5,9,0.00010909090909090909
3373,Honda City i-VTEC VX,Mumbai,2017,7500,Petrol,Manual,First,17.0,1497.0,117.0,5.0,13.0,11.15,7,0.0017333333333333333
3374,Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,Diesel,Automatic,First,19.0,1461.0,108.0,5.0,14.0,8.9,8,0.00020539002097912356
3381,Maruti Vitara Brezza LDi,Kochi,2017,35384,Diesel,Manual,First,24.0,1248.0,88.0,5.0,9.0,8.61,7,0.00025435224960434095
3383,Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,Diesel,Manual,First,23.0,1498.0,98.0,5.0,11.0,9.25,6,0.00034173164745720586
3417,BMW 3 Series 320d,Mumbai,2010,67000,Diesel,Automatic,Second,22.0,1995.0,190.0,5.0,47.0,9.25,14,0.0007014925373134329
3425,Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,Diesel,Manual,First,24.0,1248.0,88.0,5.0,12.0,10.15,6,0.0002290950744558992
3430,Toyota Etios Liva 1.2 G,Chennai,2011,42000,Petrol,Manual,Second,17.0,1197.0,78.0,5.0,6.0,3.75,13,0.00014285714285714287
3448,Honda WRV i-VTEC VX,Ahmedabad,2017,32248,Petrol,Manual,First,17.0,1199.0,88.0,5.0,10.0,8.25,7,0.00031009675018605807
3451,Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,Petrol,Manual,First,18.0,1197.0,81.0,5.0,8.0,4.4,10,0.00013045250713412148
3465,Honda Amaze S Petrol,Jaipur,2014,69000,Petrol,Manual,First,19.0,1199.0,88.0,5.0,7.0,4.5,10,0.00010144927536231884
3471,Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,45492,Diesel,Automatic,First,21.0,1498.0,108.0,5.0,15.0,10.3,8,0.0003297283038776049
3480,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,33496,Petrol,Manual,First,18.0,1197.0,81.0,5.0,7.0,5.5,10,0.0002089801767375209
3500,BMW 5 Series 520d Luxury Line,Delhi,2013,65000,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,67.0,21.26,11,0.0010307692307692307
3501,Toyota Corolla Altis 1.8 G,Bangalore,2016,16471,Petrol,Manual,Second,14.0,1798.0,138.0,5.0,20.0,11.5,8,0.0012142553579017668
3514,Honda City i-VTEC CVT VX,Pune,2018,4500,Petrol,Automatic,First,18.0,1497.0,117.0,5.0,15.0,12.5,6,0.0033333333333333335
3518,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,42646,Diesel,Automatic,First,19.0,1461.0,108.0,5.0,15.0,12.46,7,0.0003517328706092013
3524,Maruti Swift VDI,Jaipur,2015,63310,Diesel,Manual,First,28.0,1248.0,74.0,5.0,8.0,5.1,9,0.0001263623440214816
3537,Honda Jazz V,Hyderabad,2015,37000,Petrol,Manual,First,18.0,1199.0,88.0,5.0,8.0,6.3,9,0.00021621621621621621
3539,Nissan Terrano XL D Option,Hyderabad,2013,65280,Diesel,Manual,First,19.0,1461.0,83.0,5.0,14.0,5.8,11,0.0002144607843137255
3544,Jeep Compass 2.0 Limited Option 4X4,Jaipur,2017,45000,Diesel,Manual,First,16.0,1956.0,170.0,5.0,25.0,20.0,7,0.0005555555555555556
3550,Honda City i-DTEC ZX,Pune,2017,42000,Diesel,Manual,First,25.0,1498.0,98.0,5.0,16.0,12.0,7,0.00038095238095238096
3552,Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,48000,Diesel,Manual,First,24.0,1186.0,73.0,5.0,8.0,5.95,6,0.00016666666666666666
3555,Toyota Innova Crysta 2.4 VX MT,Coimbatore,2019,33598,Diesel,Manual,First,13.0,2393.0,147.0,7.0,23.0,22.2,5,0.0006845645574141318
3567,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,13414,Diesel,Automatic,First,17.0,2143.0,136.0,5.0,43.0,30.77,5,0.0032056060831966602
3569,Mahindra KUV 100 G80 K8,Jaipur,2018,15900,Petrol,Manual,First,18.0,1198.0,82.0,6.0,7.0,6.25,6,0.000440251572327044
3572,Audi A6 35 TDI Matrix,Coimbatore,2017,36824,Diesel,Automatic,First,18.0,1968.0,187.0,5.0,69.0,39.84,7,0.0018737779708885508
3578,Maruti Baleno Zeta CVT,Kolkata,2016,20000,Petrol,Automatic,First,21.0,1197.0,83.0,5.0,9.0,5.74,8,0.00045
3581,BMW 3 Series Luxury Line,Ahmedabad,2016,27000,Diesel,Automatic,First,21.0,1995.0,190.0,5.0,55.0,35.0,8,0.002037037037037037
3582,Maruti Dzire AMT ZDI Plus,Chennai,2017,19000,Diesel,Automatic,First,28.0,1248.0,73.0,5.0,10.0,8.9,7,0.0005263157894736842
3584,Jeep Compass 2.0 Longitude,Kochi,2018,42203,Diesel,Manual,First,17.0,1956.0,170.0,5.0,21.0,19.46,6,0.0004975949577044286
3587,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,2018,4900,Diesel,Manual,First,21.0,1497.0,108.0,5.0,11.0,9.22,6,0.0022448979591836735
3603,Renault KWID RXT Optional,Pune,2018,5000,Petrol,Manual,First,25.0,799.0,53.0,5.0,4.0,3.5,6,0.0008
3640,Toyota Fortuner 2.8 4WD MT,Kochi,2011,169006,Diesel,Manual,First,14.0,2755.0,174.0,7.0,36.0,10.64,13,0.00021301018898737322
3648,Honda Jazz V CVT,Mumbai,2017,17978,Petrol,Automatic,First,19.0,1199.0,88.0,5.0,10.0,6.95,7,0.000556235398820781
3651,Maruti S-Cross Alpha DDiS 200 SH,Kolkata,2016,45296,Diesel,Manual,First,25.0,1248.0,88.0,5.0,12.0,6.99,8,0.00026492405510420347
3662,Tata Hexa XT,Pune,2017,39800,Diesel,Manual,First,17.0,2179.0,153.0,7.0,20.0,14.25,7,0.0005025125628140704
3674,Maruti Eeco 7 Seater Standard,Coimbatore,2016,42225,Petrol,Manual,First,15.0,1196.0,73.0,7.0,4.0,4.3,8,9.473060982830077e-05
3682,Maruti Ignis 1.2 Delta,Kochi,2019,12076,Petrol,Manual,First,20.0,1197.0,81.0,5.0,5.0,5.5,5,0.00041404438555813183
3687,Volkswagen Polo GT TSI,Coimbatore,2017,50534,Petrol,Automatic,First,17.0,1197.0,103.0,5.0,11.0,8.27,7,0.00021767522855898998
3697,BMW 5 Series 520d Luxury Line,Ahmedabad,2010,46000,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,63.0,16.5,14,0.0013695652173913043
3705,Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,2019,29311,Diesel,Automatic,First,17.0,2143.0,170.0,5.0,64.0,50.97,5,0.0021834806045511923
3706,BMW 3 Series Luxury Line,Mumbai,2016,31000,Diesel,Automatic,First,21.0,1995.0,190.0,5.0,60.0,29.95,8,0.001935483870967742
3719,Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,2017,14000,Petrol,Automatic,First,14.0,1497.0,121.0,5.0,13.0,9.99,7,0.0009285714285714286
3726,Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000,Diesel,Manual,First,24.0,1248.0,88.0,5.0,11.0,9.25,7,0.0003333333333333333
3731,Nissan Terrano XV D Pre,Mumbai,2013,60000,Diesel,Manual,Second,19.0,1461.0,108.0,5.0,17.0,5.45,11,0.00028333333333333335
3732,Maruti Celerio ZXI AMT,Coimbatore,2017,35225,Petrol,Automatic,First,23.0,998.0,67.0,5.0,6.0,5.25,7,0.000170333569907736
3735,BMW 3 Series 320d,Hyderabad,2010,80000,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,47.0,14.2,14,0.0005875
3738,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2016,29091,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.0,4.87,8,0.00020624935547076416
3745,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,26927,Diesel,Manual,First,24.0,1248.0,88.0,5.0,12.0,11.39,7,0.0004456493482378282
3747,Maruti Vitara Brezza ZDi,Delhi,2016,35299,Diesel,Manual,First,24.0,1248.0,88.0,5.0,10.0,8.0,8,0.00028329414431003713
3752,Land Rover Range Rover Sport HSE,Kochi,2015,38467,Diesel,Automatic,First,12.0,2993.0,255.0,5.0,1.0,70.66,9,2.5996308524189564e-05
3759,Maruti Alto K10 VXI,Mumbai,2017,12000,Petrol,Manual,First,24.0,998.0,67.0,5.0,4.0,3.25,7,0.0003333333333333333
3774,Maruti Ciaz Zeta,Kochi,2018,10575,Petrol,Manual,First,21.0,1462.0,103.0,5.0,11.0,9.18,6,0.0010401891252955083
